Food,Protein,Fat,Carb,Fiber,Calories
Chocolate Chips Ghirardelli Semi Sweet GFCF,6.67,30,60,0,536.7
Gerber Oatmeal Cereal - PeachApple,6.67,6.67,76.7,3.33,393.5
Cereal_ Fiber One - Gen Mills - discotinued,6.69,2.2,37.09,47.5,194.9
Veggie Pattie 3:1 Cambrooke,6.7,33.3,4.5,10,344.5
Formula: Liquid Hope Orig - functional formularies,6.75,5.87,11.73,2.64,126.8
Formula: Vital 1.5 Cal - Abbott,6.75,5.71,18.1,0.6,150.8
Cereal_ Rice Krispies - Kellogg,6.75,2.05,84.65,0.4,384
Formula: Nutren 1.5 - Nestle,6.8,6,17.6,0,151.6
Formula: Peptamen Jr 1.5 unflavored Nestle,6.8,6,17.8,0.6,152.4
Formula: Isosource 1.5 Cal - Nestle,6.8,5.92,16.08,1.52,144.8
Coconut_ dried_ shredded - unsweetened,6.88,64.53,7.35,16.3,637.7
KetoVie Café Pancakes/Waffles (Standard Meal),6.9,36.5,2.2,10.6,364.9
KetoCuisine Birthday Cake 3:1(Std Snack recipe),6.92,42,7.49,0,435.6
Vienna Sausage - Libby's,6.92,12.34,1.54,0,144.9
ketocal 3:1 choc frosted cupcake(entire cupcake),7,48.64,8.8,0,501
Cinnamon donut Delights 3:1 Cambrooke,7,46.4,7.5,7.9,475.6
Coconut Flour Tortilla Original - SANA,7,6.14,38.6,15.8,237.7
Gerber Graduates Fruit Puffs - All Flavors,7,0,85.7,0,370.8
Pesto_ Classic - Gotham Greens,7.02,43.86,3.51,0,436.9
Beans_ mung_ mature seeds - cooked,7.02,0.38,11.55,7.6,77.7
Chickpeas (garbanzo beans) canned_ rinsed,7.05,2.77,16.13,6.4,117.6
Cream Cheese_ Organic Valley,7.06,35.3,3.53,0,360.1
Yogurt-Greek Style_ Plain - Cabot Creek,7.07,9.73,5.3,0,137
Butter Almond Cookie Dough 3.5:1,7.1,40.7,3.9,15,410.3
Late July Saltine Cracker 1crx=3.5gms,7.1,15.62,63.9,0,424.6
Cereal_ baby food rice_ dry,7.1,4.9,77.2,0.5,381.3
Sprouts_ Munchin Mix - Jonathan's,7.1,0,14.1,3.51,84.8
Nuts_ Macadamia_ dry rstd w/SS Mauna Loa-KrklndSig,7.14,85.7,7.14,8,828.4
Macadamia w/Sea Salt Nut Butter - FBomb,7.14,78.57,3.57,10.71,750
Salted Chocolate Macadamia Nut Butter-FBomb,7.14,78.57,3.57,10.71,750
Macadamia Pecan w/Sea Salt Nut Butter - FBomb,7.14,75,3.57,10.71,717.8
Macadamia w/Coconut Nut Butter - FBomb,7.14,75,7.14,10.71,732.1
Coconut Manna - Nutiva,7.14,64.3,7.14,14.29,635.8
Cheese_ Mascarpone - BelGioioso,7.14,42.86,1.3,0,419.5
Lily's Dark Chocolate Baking Bar,7.14,35.71,31.43,21.43,475.7
Potato Chips_ Lays Classic,7.14,35.7,50,0,549.9
Cream Cheese_ Philadelphia Brand - No Preservative,7.14,34.14,3.57,0,350.1
Happy Farms Cream Cheese,7.14,33,7.14,0,354.1
Philadelphia Cream Cheese,7.14,33,7.14,0,354.1
Potato Chips_ Original - Jays,7.14,32.14,53.5,0,531.8
Lily's Dark Chocolate Baking Chips,7.14,32.14,26.43,28.57,423.5
Lily's Choc Salted Caramel Flav Baking Chips,7.14,28.6,28.6,28.6,400.4
Lily's Milk Chocolate Baking Chips,7.14,28.57,33.57,28.57,420
Crackers_ Oregon Cashew-BettyLou's,7.14,25,32.14,3.57,382.1
Popcorn_ AgedWhiteCheddar-PiratesBooty,7.14,21.43,60.71,3.57,464.3
Taco Shell_ Ortega (white or yellow),7.14,21.4,50,0,421.2
Hummus_ Roasted Pine Nut - Sabra,7.14,21.4,10.7,0,264
Hummus_ original - Nature's Promise,7.14,17.86,10.71,3.57,232.1
Waffle (frozen) Aunt Jem.Buttermilk (1=35gm),7.14,7.14,40.7,0,255.6
Tofu_ silken firm - Morinaga,7.14,2.97,2.38,0,64.8
Rold Gold Stick Pretzels,7.14,0,82,0,356.6
Pizza Dough - unbaked recipe in Standard Meals,7.2,50.14,4,5.44,496.1
ketocal 4:1 chocolate muffins( entire recipe),7.2,46.5,4.4,0,464.9
popped Crips olde cape cod/zesty ranch,7.2,10.8,67.8,0,397.2
KetoCal 4:1: Blueberry Almond Muffins,7.22,43.9,3.86,0,439.4
Crackers_ Ritz (2 crackers=7gm),7.23,23.21,61.21,0,482.6
Tahini - homemade,7.26,59.29,7.1,0.29,591
Peppermint Coconut Bu Bark - Standard Snack,7.27,62.35,9.45,14.03,628
Fat Bombs: Carrot Cake - Std Snack Recipe,7.36,52.3,5.57,7.48,522.4
Formula: Kate Farms Peptide plain 1.5cal/mL,7.39,7.7,12.9,0.9,150.5
No pudge cookies and cream,7.4,3.3,27,0,167.3
Cookies: Pumpkin Spice - See Snacks,7.42,52.19,5.6,0,521.8
Chocolate_ 85% Cacao Bar_ Organic - Green&Blacks,7.5,52.5,22.5,12.5,592.5
Lily's Coconut Dark 55% Chocolate,7.5,37.5,21.25,30,452.5
Lily's Creamy Milk Chocolate 40%,7.5,35,18.25,35,418
Lily's Salted Almond Chocolate 40%,7.5,35,23.5,27.5,439
Lily's Crispy Rice Dark 55% Chocolate,7.5,32.5,23.75,27.5,417.5
Cereal_ Rice Chex - General Mills,7.5,2.5,82.5,5,382.5
Navy Beans - canned,7.53,0.43,15.35,5.1,95.4
Sugar Cookies - Keto CookBook recipe,7.61,45.94,4.63,7.28,462.4
Keto Pizza on Butter Crust - Keto To Go,7.61,24.21,2.42,2.91,258
KetoVie Café Creamy Cereal_ dry,7.62,44.76,11.9,22.86,480.9
Bread - White (soft),7.64,3.29,48.21,0,253
Keto Chocolate Butter Pound Cake - Keto To Go,7.69,18.51,2.49,6.27,207.3
Cereal_ Kix - General Mills,7.69,3.46,74.02,8.8,358
Butter Bread w/Sesame Seed - Keto To Go,7.76,18.55,2.74,5.69,208.9
Nuts_ Macadamia - dry roasted with salt,7.79,76.08,4.83,8,735.2
Coconut Snowballs (recipe in Standard Snack),7.82,77.5,2.61,5.18,739.2
Fat Bombs: Coconut Snowballs - Std Snack Recipe,7.82,77.5,2.61,5.19,739.2
Fat Bombs: Almond Bu Chocolates - Std Snack Recipe,7.9,73.68,3.64,0.83,709.3
Pumpkin pie (Recipe in Standard Meals),7.9,33.6,5.6,4.2,356.4
Nuts_ Macadamia - raw,7.91,75.77,5.22,8.6,734.5
Formula: Keto Peptide - Functional Formularies,7.93,24.67,2.21,4.41,262.6
Gelatin Gummies (recipe in Standard Snack),7.99,16.44,1.37,0,185.4
Nuts_ Macadamia - Dry Rstd&Salted - NOWFds,8,77,4.6,8,743.4
Nuts_ Macadamia dry rstd_ salted - Trader Joes,8,75,5,8,727
GFCF Cheddar Cheese Bake (Rec in Std Snacks),8,25.7,5.32,0,284.6
Dixie Carb CT panc/waffle( 1pancake made =50 gms),8,5.2,6,0,102.8
Quark - German style,8,3,6,0,83
Yogurt_ Two Good - all flavors,8,1.33,2.7,0,54.8
bean_ fava bean cooked,8,0,20,0,112
Yogurt_ Dannon Light&Fit Greek Vanilla,8,0,6,0,56
Tortilla (made with flour),8.01,7.58,46.87,2.4,287.7
Mac nut butter,8.1,73.4,13.2,0,745.8
Kidney beans_ red (canned),8.12,0.93,13.3,7.5,94.1
Beans_ black beans - cooked,8.18,0.35,16.05,8.3,100.1
Potato flakes - instant _ dry form,8.34,0.41,74.57,6.6,335.3
Formula: TwoCal HN - Abbott,8.35,9.05,21.35,0.5,200.3
Black Soy Beans Organic - Eden,8.46,3.5,3.85,4.62,80.7
KetoVie Café Creamy Cereal_ dry New 3/2022,8.57,50,16.66,16.19,550.9
KetoCal 3:1: Cheese Pizza (3:1),8.7,38.97,4.28,0,402.6
Yogurt_ Argyle vanilla,8.7,8.7,8.7,0,147.9
KetoVie Café Pizza Petites 2.5:1,8.75,39.4,6.7,3.3,416.4
Bread - Healthy Life White - Lewis,8.77,2.63,43.85,0,234.1
Soy sauce_ Kikkoman Naturally Brewed,8.79,0.1,7.77,0,67.1
KetoVie Café Wholesome Bread - Cambrooke,8.8,34.8,5.4,6,370
Sprouts from peas (pea shoots),8.8,0.68,57.11,0,269.8
Nuts_ Pecans - roasted,8.81,72.09,4.11,9.2,700.5
Ungranola Bar ChocChocChip-Leslie'sOrganics,8.82,41.18,35.3,11.8,547.1
Yogurt - Fage Total 5% - Fage,8.83,5.295,2.94,0,94.7
Shellfish_ Oyster_ eastern_ wild - cooked,8.87,2.65,4.23,0,76.3
Pasztet,8.9,14.2,5.34,0,184.8
Yogurt_ Argyle plain,8.9,10.5,4.8,0,149.3
atkins Turkeyw/greenbeans,8.9,8.9,3.9,0,131.3
Onions_ dehydrated flakes,8.95,0.46,74.08,9.2,336.3
Ginger_ ground,8.98,4.24,57.52,14.1,304.2
Popcorn_ oil popped (1/2C.Kernal+2T oil),9,28.1,48.1,10,481.3
atkins swedish meatballs,9,9.8,3.5,0,138.2
Oregano_ dried,9,4.28,26.42,42.5,180.2
Popcorn_ air popped,9,0,48.1,0,228.4
Beans_ pinto beans_ boiled w/o salt,9.01,0.65,17.22,9,110.8
Lentils - cooked,9.02,0.38,12.23,7.9,88.4
Formula: Prosobee Enfamil DISCONTINED,9.09,24.1,51.4,0,458.9
Thyme (spice),9.11,7.43,26.94,37,211.1
KetoCal 3:1: Blueberry Muffins,9.15,44.5,5.77,0,460.2
Nuts_ Pecans - raw,9.17,71.97,4.26,9.6,701.4
Formula: Enfamil Infant powder,9.2,24.37,51.95,0,463.9
Fish_ Gefilte in liquid broth - Manischewitz,9.2,7.6,1.5,0,111.2
Yogurt_ Greek 100% Grass Fed plain Stonyfield,9.41,3.53,4.12,0,85.9
Chocolate Brownies (recipe in Standard Snack),9.48,45.49,4.93,0,467.1
Hummus - Macadamia Nut (recipe in Stnd Snacks),9.49,71.15,6.24,5.56,703.3
Beef Frank_ Classic uncrd OscarMeyer,9.52,28.57,2.38,0,304.7
Beef Frank_ Prem OscarM (disc 2017),9.52,28.5,2.38,0,304.1
fish sticks Van de Kamps,9.6,13,26,0,259.4
Hoisin sauce - see recipe in Standard Meals,9.61,23,7.5,1.36,275.4
Chocolate Cake (nut-less) recipe in Std Snacks,9.64,54.15,11.17,5.7,570.6
Turmeric_ ground (spice),9.68,3.25,44.44,22.7,245.7
Matzo Meal_ Kosher - Streit's,9.7,0.86,74.4,0,344.1
Formula: Good Start 2 Gentle (powder) - Gerber,9.8,22.6,51.55,0,448.8
CCMC baby turkey and turkey gravy,9.8,5.6,0,0,89.6
CCMC baby beef and beef gravy,9.8,4.2,0,0,77
Egg Beaters_ Original - Con Agra Foods,9.83,0,1.64,0,45.9
High Fiber Rolls_ baked 4:1 (recipe in Snacks),9.84,51.4,2.97,14,513.8
Gerber 2nd Chicken/Chicken Gravy,9.86,8.45,2.82,0,126.8
Gerber 2nd Turkey/Turkey Gravy,9.86,5.63,2.82,0,101.4
Beech Nut - Stage 1 Chicken + Chicken Broth,9.86,4.93,0,0,83.8
Egg_ whole scrambled & cooked (nothing added),9.9,10.98,1.61,0,144.9
Crackers_ goldfish pretzels,9.9,8.25,79.2,0,430.6
Pretzels_dipping stick_mini or homemade Synders,9.9,3.3,79.2,0,386.1
Pretzels_dipping stick_mini or homemade Synders,9.9,3.3,79.2,0,386.1
Chocolate_ 90% Cocoa Supreme Dark (bar) Lindt,10,55,17.5,0,605
Pizza Petites Cambrooke,10,43.9,3.9,7.9,450.7
Lily's Almond Dark 55% Chocolate,10,40,16.5,27.5,466
Lily's Blood Orange Chocolate 70%,10,40,18.5,25,474
Lily's Extra Dark Chocolate 70%,10,40,21,25,484
Lily's Salted Almond Chocolate 70%,10,40,20,25,480
Lily's Sea Salt Chocolate 70%,10,40,18.5,25,474
Lily's Milk Chocolate Peanut Butter Cup,10,36.7,36.67,20,517
Bread - homemade banana (Recipe in Std Snacks),10,28.48,10.82,4.71,339.6
Crackers_ FineGrdSeaSalt AlmondFlour-SMills,10,26.7,50,6.7,480.3
Almond Flour Crackers - Simple Mills,10,26.67,53.33,6.67,493.4
Bread - Bauletto - LeGamberi,10,24,0.8,36,259.2
Yogurt_ Ratio keto,10,10,1.3,0,135.2
Sous Vide Egg Bites_ WhitesRedPepper-Starbucks,10,5.39,9.23,0.77,125.4
Mr. Tortilla Torillas,10,5,10.71,20,127.8
Cottage Cheese 4% Milkfat - Organic Hy-Vee,10,4.5,4.5,0,98.5
Pretzel Sticks - Snyders of Hanover,10,3.33,76.66,0,376.6
Yogurt - Fage Total 2% Plain - Fage,10,2,3,0,70
Yogurt_ Greek Style 0%Nonfat Plain-TraderJoes,10,0.15,4.12,0,57.8
GG Bran Crispbread - brancrispbread.com,10,0,20,0,120
Wraps - Carrot GemWraps - NewGemFds,10,0,20,10,120
IV Amino acid 10% Travasol - Baxter,10,0,0,0,40
IV Amino acid 10% Trophamine - B. Braun,10,0,0,0,40
Yogurt_ Greek Triple Zero vanilla - Oikos,10,0,4.67,2,58.7
Yogurt_ Grk Triple Z plain Oikos DISCONTINUED,10,0,5.33,4,61.3
Yogurt-Organic Greek Styl Nonfat - TraderJoes,10.13,0.15,3.96,0,57.7
Coconut Biscuit (recipe in Standard Snacks),10.17,50.8,6.3,0,523.1
Cookies: April's Kolacky (in Standard Snacks),10.2,57.8,4.02,0,577.1
Tavoletta cacao - LeGamberi,10.2,48,0,36,472.8
Edamame (raw or thawed from frozen state),10.25,4.73,3.78,4.8,98.7
Egg White - cooked,10.3,0,0.9,0,44.8
Trader joes Double Choc. Almond cookies,10.32,37.93,30.96,6.88,506.5
Pepper - black (spice),10.39,3.26,38.65,25.3,225.5
High Fiber Rolls_ baked 3:1 (recipe in Snacks),10.4,41.26,3.15,15.5,425.5
Birch Bender waffle,10.4,24.96,12.28,6.24,315.4
Forward (seasoning) - Penzeys,10.4,2.5,22.5,0,154.1
White pepper,10.4,2.12,42.41,26.2,230.3
White pepper (Piper nigrum),10.4,2.12,42.41,26.2,230.3
Onion powder,10.41,1.04,63.92,15.2,306.7
Tofu_ Sprouted organic - Trader Joes,10.5,5.88,0.5,0,96.9
Bagel - plain white,10.5,1.6,51.1,2.3,260.8
High Fiber Rolls_ baked 1:1 (recipe in Snacks),10.56,17.3,3.19,15.7,210.7
Formula: Similac Advance_ unflvrd powder - Abbott,10.57,28.62,54.83,0,519.2
Yogurt - Fage Total 0%Plain - Fage,10.6,0.5,2.94,0,58.7
Keto Sustain (pouch) - Nutritional Medicinals,10.62,38.94,4.43,6.2,410.7
Sage - ground,10.63,12.75,20.43,40.3,239
Chobani Greek Whole Milk Yogurt plain,10.67,3.33,4.67,0.33,91.3
Vegan Robs Brussel sprouts Cauliflower puffs,10.7,28.56,49.98,3.57,499.8
Bread - Slim Trim Lavash (wraps) - Sami's Bakery,10.7,3.57,3.57,35.7,89.2
Crackers_ Matzo_ Egg & Onion - Manischewitz,10.7,3.57,78.5,0,388.9
Matzos_ Lightly Salted - Streit's,10.7,1.785,78.57,0,373.1
Matzo Meal_ unsalted - Manischewitz,10.7,0.89,96.4,0,436.4
Egg Whites-All Whites100% Liq eg-Crystal F,10.7,0,1.78,0,49.9
Eggs_ Better'N Eggs 100% liq egg-Crystal F.,10.7,0,0.9,0,46.4
popcorn_ smartfood,10.71,35.7,50,0,564.1
Beef Bologna - Oscar Mayer,10.71,28.57,1.79,0,307.1
Beef Bologna - Hebrew National,10.71,26.79,1.79,0,291.1
Lakanto Choc covered almonds,10.71,17.85,24.99,14.28,303.5
Cheese_ Farmers Russian Style - Belfiore,10.71,16.07,1.78,0,194.6
Bread - Low Carb 7 Grain Fiber - Sami's Bakery,10.71,14.3,7.14,28.6,200.1
Brad's Crunchy Kale original,10.71,12.5,25,10.71,255.3
Cereal_ plain cheerios,10.71,7.14,71.4,0,392.7
Tortilla LowCarb flour fajita LaTortilla Factory,10.71,5.36,14.29,21.43,148.2
Snyder plain pretzels,10.71,0,89.25,0,399.8
Cardamon spice,10.76,6.7,40.47,28,265.2
Protein Shake PURE Vanilla Cream - WSNS,10.77,0.31,0.62,0,48.4
Protein Shake PURE- Frosty Chocolate - WSNS,10.78,0.33,1.08,0.153,50.4
Pilinuts - dried,10.8,79.55,3.98,0,775.1
Egg Beaters_100% Liq Egg White -ConAgraF,10.86,0,2.17,0,52.1
KetoCal 3:1: Chocolate Almond Bark,10.9,70.4,12.6,0,727.6
Egg White - raw,10.9,0.17,0.73,0,48
Basic Muffins - Homemade (recipe in Std Snacks),10.91,67.28,4.66,6.72,667.8
Sausagage_ Swift Premium - Beef_ fully cooked,11,40.7,1.85,0,417.7
popcorn-skinny pop,11,33,38.5,11,495
Cheese_ Viola (Valio) - Finland,11,28,2,0,304
Wiener_ Usinger - cooked,11,27,0.9,0,290.6
Formula: Good Start Gentle Plus (pwdr) - Nestle,11,25.5,58.1,0,505.9
Atkins Tex Scramble,11,13.5,3.5,0,179.5
Wiener_ Classic Beef uncrd - OscMeyer,11.11,22.22,2.22,0,253.3
Turkey Frank-Oscar Mayer,11.11,15.56,2.22,0,193.4
Zero Net Carbs Tortilla - Mission,11.11,8.33,19.44,19.44,197.2
Taco_ Soft: low carb/low fat - La Banderita,11.11,4.44,11.11,0,128.8
KetoCal 3:1: Almond Coconut Cookies,11.14,55.2,7.14,0,569.9
smartfood popcorn,11.2,33.6,50.4,0,548.8
Turkey & Chicken Franks_ Louis Rich,11.2,13.5,5.3,0,187.5
KetoCal 4:1: Almond Coconut Cookies,11.25,59.75,4,0,598.8
Cheese_ Ricotta_ whole milk,11.26,12.98,3.04,0,174
Earth's Best - Chicken & Chic Broth-Org,11.27,5.63,0,0,95.8
Gerber 2nd Ham/Ham Gravy,11.27,5.63,2.82,0,107
Beech Nut - Stage 1 Turkey + Turkey Broth,11.27,4.93,0,0,89.4
Gerber 2nd Beef/Beef Gravy,11.27,3.52,2.6,0,87.2
Formula: Good Start SoothePro (powder) Gerber,11.3,26.1,57.3,0,509.3
Buttercream Frosting 4:1 (recipe in Snacks),11.31,48.36,0.7,0,483.3
Beef Frank JumboAngus OscarMeyer,11.32,28.3,1.89,0,307.5
Bread - Delightful (45 Cal) Multigrn - Sara Lee,11.36,2.27,34.09,6.82,202.2
Cheese_ Ricotta_ part skim,11.39,7.91,5.14,0,137.3
Foie gras (goose liver) - smoked,11.4,43.84,4.67,0,458.8
Smartfood White Cheddar Cheese popcorn,11.4,34.2,51.3,0,558.6
Crackers_ Sunshine Cheez-it Original,11.4,26.3,55,2.4,502.3
Puffs_ Corn Cheddar - Parent's Choice Brand,11.42,21.4,57.14,0,466.8
Duck_ meat & skin - raw,11.49,39.4,0,0,400.6
Crackers_ Mediterranean - Jilz,11.54,30.8,19.23,7.7,400.3
Nuts_ Pine (Pinyon) - dried,11.57,60.98,8.6,10.7,629.5
Wafer Wafle Tortowe,11.6,5.8,75.4,0,400.2
Charlie Bar (bar = 43gm) Discontinued,11.63,46.5,11.62,23.25,511.5
Carb Balance Soft Taco Wh Wheat Tortilla Mission,11.63,8.14,7,34.9,147.8
Carb Balance Sun Dr Tomato Basil Wraps Mission,11.63,8.14,11.63,28,166.3
Carb Balance Wh Wheat Soft Taco Mission,11.63,8.14,7,34.9,147.8
Carb Balance Soft Taco Flour Tortilla Mission,11.63,7,9.3,34.9,146.7
Carb Balance Soft Taco Restrnt Flour Tortilla Miss,11.63,7,9.3,34.9,146.7
Muffin in a Mug (recipe in Standard Snacks),11.7,42.6,2.16,8.62,438.8
Formula: Enfamil NeuroPro Gentlease powder,11.7,27,55,0,509.8
Formula: Similac Total Comfort powder,11.7,27,55,0,509.8
Egg cup-Aldi's brand,11.7,10.8,4.5,0,162
Chicken Nuggets 4:1recipe in Std Meal-KetoCuisine,11.73,59.34,3.11,0,593.4
Groats_ buckwheat - dry,11.73,2.71,64.65,10.3,329.9
High Fiber Rolls_ baked 2:1 (recipe in Snacks),11.8,31.8,3.58,15.6,347.7
Flour (wheat flour),11.8,1.1,70.7,2.6,339.9
KetoCal 3:1: Chocolate Muffins,11.82,54.7,6.52,0,565.7
Peanutbutter Cookies-KetoCookbook,11.84,53.1,5.95,0,549.1
Beef Frank - Hebrew National,11.86,27.06,3.53,0,305.1
Tortilla LowCarb Flour soft taco size LaTortFactor,11.9,5.95,14.29,21.43,158.3
Chocolate 100% Cocoa Solids - Montezuma's,12,56,8,16,584
Beef Frank_ Skinless - Nathan's,12,30,2,0,326
Bratwurst_ Usinger - cooked,12,30,1,0,322
Bread - Almnd BreadMix prepared ArtisanSimMills,12,24,40,8,424
Cheez Whiz_ Kraft,12,21,8.9,0,272.6
Formula: Follow-Up Transition - Nestle,12,19,62,0,467
Mustard_ Dijon - Grey Poupon with White Wine,12,0.5,12,0,100.5
Cayenne Pepper (spice),12.01,17.27,29.43,27.2,321.2
Chipolte Ground Red (spice) - Penzeys,12.01,17.27,29.43,0.5,321.2
Cereal_ Cheerios (plain) - General Mills,12.09,6.73,63.83,9.4,364.3
Ketovie cheddar dough( 28grams 1ball),12.1,44.6,2.5,19.3,459.8
Cheddar Dough 3:1 Cambrooke,12.1,44.6,2.5,19.3,459.8
Keto Butter - NutZo,12.12,54.55,6.06,12.12,563.7
Sausage_ Patties_ Mild All Nat - Jones,12.12,36.4,2.72,0,387
Bread - Healthy Life 100% Orig WhWheat - Lewis,12.19,1.21,26.83,0,167
Mama Lucia Italian meatballs( 22.5=1),12.22,25.5,8.88,0,313.9
Cheese_ Ricotta - Lamagna,12.28,12.28,5.26,0,180.7
Beef Frankfurter - Usinger,12.29,24.7,1.18,0,276.2
Coriander seed (spice),12.37,17.77,13.09,41.9,261.8
Formula: Vivonex Ped powder 1pkt=48.5gm - Nestle,12.37,12.12,64.95,0,418.4
Egg Yolk Waffles - recipe in Standard Meals,12.41,57.61,2.6,0,578.5
Fish_ Flounder - raw,12.41,1.93,0,0,67
Cottage Cheese_ 4%,12.49,4.51,2.68,0,101.3
MCT Procal powder - Vitaflo (Nestle),12.5,63.13,20.6,0,700.6
Cashew Macadamia Maranatha - Discontinued,12.5,56.25,21.88,0,643.8
Chocolate (bar) 85% Cacao_ Le Noir - Valrhona,12.5,50,22.5,15,590
Lily's Extremely Dark 85% Chocolate,12.5,47.5,14,22.5,533.5
Coconut Cocoa Chip Keto Granola Bar Munk pack,12.5,40.62,25,12.5,515.6
Braunsweiger_ Usinger,12.5,30,1.8,0,327.2
Groten Weigel Bologna,12.5,28.5,0,0,306.5
Groten Weigel Hotdog,12.5,28.5,0,0,306.5
Ring Bologna - Johnsonville Original,12.5,26.78,1.785,0,298.2
Sausage_ Beef Smoked - Hillshire Farms,12.5,26.78,5.35,0,312.4
Beef Bologna - Boars Head,12.5,23.2,0.89,0,262.4
Hot Dog BeefPork uncuredNat Stadium-Applegate,12.5,16.07,1.8,0,201.8
Oat Bran (dry) - Bob's Red Mill,12.5,7.5,52.5,15,327.5
Arrowhead Mills Puffed Corn Cereal,12.5,6.25,75,0,406.3
Price Rite rotini Pasta,12.5,1.8,75,0,366.2
Cracker Crisps - Crisp'n Light 7 Grain - Wasa,12.5,1.56,75,0,364
Frog legs - raw,12.5,0.45,0,0,54
Bacon - uncooked,12.53,39.27,0.83,0,406.9
Egg (raw_ mixed well),12.56,9.51,0.72,0,138.7
Snickerdoodles - homemade,12.57,57.17,6.46,7.42,590.6
Egg_ hard boiled,12.58,10.61,1.12,0,150.3
Earth's Best - Turkey & Turk Broth-Org,12.67,8.45,0,0,126.7
Carb Balance Burrito Wh Wheat Tortilla Mission,12.7,8.5,7.04,35.22,155.5
Hot dog_ Beef uncured_ NoNitr-Trader Joes,12.75,26.79,3.57,0,306.4
Hot dog_ Chicken organic uncured-Applegate,12.77,12.77,0.41,0,167.7
Carb Balance Str Tacos Whole Wh Tortilla Mission,12.8,7.45,6.4,36.2,143.9
Sausage Patties_ Pork_ Original - cooked - Tyson,12.84,38.28,4.09,0,412.2
Pizza_ Margherita (218gm pizza) - Guiltless,12.84,13.76,3.7,5.97,190
Chicken Nuggets_ organic - Applegate Farms,12.94,7.06,20,0,195.3
Popcorn_ air-popped,12.94,4.54,63.28,14.5,345.7
Grote & weigel Party Franks,13,24,0,0,268
KetoCuisine Cheddar Rolls (Std Snack Recipe),13.1,56.8,5.3,0,584.8
Oatmeal_ regular_ quick or instant - dry,13.15,6.5,57.6,10.1,341.5
Keto Bakery Bread - discontinued,13.2,46,0.8,9.4,470
Spam Classic - Hormel,13.2,27.07,3.16,0,309.1
Buckwheat - raw,13.25,3.4,61.5,10,329.6
Cottage cheese 4% - Friendship Dairies,13.27,4.43,2.66,0,103.6
Fish_ Swai - raw,13.27,0.88,0,0,61
Oscar Mayer Pork_ Beef link - cooked,13.3,27.8,2.2,0,312.2
Beef Frank (Skinless)Sugar-Fr-Boars Head,13.3,24.4,1.11,0,277.2
Crackers_ PepperidgeFrmGoldfish_Cheddar,13.3,16.6,63.3,0,455.8
Crackers_ PepperidgeFrmGoldfish_Flavor Blast,13.3,16.6,60,0,442.6
Crackers_ PepperidgeFrmGoldfish_WholeGrain,13.3,16.6,56.6,0,429
Cheese_ Farmer Cheese - FriendshipDairies,13.3,8.33,1.66,0,134.8
Chocolate chips_ dark unsweetened_ org-PASCHA,13.33,53.33,13.33,13.33,586.6
Cookies: Vanilla cookies - KetoBakery,13.33,50,23.33,3.33,596.6
Lily's Dark Chocolate Peanut Butter Cup,13.33,36.7,33.4,13.33,517.2
Sausage_ pork links - Smithfield (IHOP),13.33,33.33,2.22,0,362.2
Ham Spread_ Underwood Deviled,13.33,25,1.66,0,285
Super Seed & Ancient Grain Blend - Trader Joes,13.33,16.66,43.33,13.33,376.6
Moringa powder - organic,13.33,13.33,39.98,17.8,333.2
Keto Friendly White Bread - Natural Ovens,13.33,5,1.7,40,105.1
Bread - Alvarado Str. Bakery Essential Flax Seed,13.33,4.44,28.8,0,208.5
Strawberries_ freeze dried - BrothersNatural,13.33,0,80,13.33,373.3
Tomato Paste - Sun Dried - Amore (in a tube),13.4,15,33.4,13.4,322.2
IV Amino acid 13.4% - Glamin - FresniusKabi,13.4,0,0,0,53.6
Fish_ Mackerel - smoked,13.43,14.38,0,0,183.1
Chili Powder,13.46,14.28,14.9,34.8,242
Formula: Neocate Infant DHA/ARA powder - Nutricia,13.5,24.5,52,0,482.5
sardines boneless in olive oil,13.5,10,0,0,144
Sausage_ Bob Evans Original Pork SsgLinks cooked,13.57,30.71,2.5,0,340.7
chicken nuggets:Applegate Farms Gluten Free,13.6,10.2,11.36,0,191.6
Shellfish; Shrimp - raw,13.61,1.01,0.91,0,67.2
Cottage Cheese_ 2%,13.74,1.93,3.63,0,86.9
Bread: Almond Cream Cheese (see snack recipe),13.8,45.3,11.08,5.29,507.2
Cereal_ All Bran Original - Kellogs,13.88,4.17,38.9,33.33,248.7
Sausage_ pork_ Italian mild - raw,13.9,24.27,2.97,0,285.9
Bread - Paleo Seed Medley - Julian Bakery,13.95,11.63,4.65,13.95,179.1
Carb Balance Spinach Wraps Mission,13.96,8.14,7,7,157.1
Pepperoni_ Original - YoursNaturally,14,30,2,0,334
Sausage_ Lit'l Smokies Beef - Hillshire Farms,14,30,4,0,342
Sausage_ Lit'l Smokies Pork/Turk/Beef- Hillshire,14,28,4,0,324
Sausage italian pattie_ johnsonville,14,25.6,2.3,0,295.6
Hummel Brothers Frankfurter,14,24.5,0,0,276.5
Heinz Strained Veal w/Broth - Discontinued,14,5,0,0,101
Cauliflower Thins - Trader Joes,14.06,7.81,1.56,3.2,132.8
Outer Aisle original cauliflower thins sandwich,14.06,7.81,4.56,1.56,144.8
Chicken Nuggets_ boneless - Banquet,14.11,18.8,14.1,0,282
Sausage_ Chicken & Apple_ all natural - Aidells,14.11,14.11,3.29,0,196.6
